Altitude,Latitude,Longitude,
0,40.85,-119.1238
1555,40.8500002321,-119.123799453
1829,40.8491938423,-119.122355267
1846,40.8491841124,-119.122216631
1918,40.8491375172,-119.121661067
2134,40.8489334742,-119.120353775
2168,40.8489177485,-119.120311701
2349,40.848844507,-119.119864033
2438,40.8491829432,-119.1195032
2743,40.8510541077,-119.119103105
3096,40.8532816001,-119.119523966
3651,40.8592839074,-119.11649126
3658,40.8593641283,-119.116444769
3736,40.8607530012,-119.115644632
3872,40.8631412441,-119.113997095
4187,40.8681001671,-119.109097079
4267,40.8689242399,-119.107618878
4729,40.8731117535,-119.098056788
4877,40.8731126731,-119.095798001
5720,40.8716422059,-119.080490456
6057,40.8716448473,-119.07106949
6096,40.8715864902,-119.07002004
6391,40.8710735653,-119.062135235
7360,40.8690234391,-119.032583847
7620,40.8676105894,-119.025293099
7858,40.8652810942,-119.018503639
8364,40.8598207551,-119.001757045
8839,40.8532399466,-118.98467185
9144,40.8474556516,-118.973272905
9293,40.8451176985,-118.96797621
9360,40.8440455743,-118.965609983
9968,40.8357515096,-118.94307185
10363,40.8284079021,-118.930068111
10441,40.8265850766,-118.927739977
10570,40.8237040496,-118.923739553
10806,40.8189267842,-118.916199737
11278,40.8112785728,-118.900353563
11712,40.8075717693,-118.886493629
11896,40.8066047026,-118.880092489
11990,40.8062597557,-118.876533688
12248,40.8055917326,-118.866532909
12382,40.8053590074,-118.86086141
12659,40.8048624189,-118.848385036
12802,40.8047692798,-118.841559446
12948,40.8047706525,-118.834409856
13106,40.8053329899,-118.828690749
