Altitude,Latitude,Longitude,
0,40.85,-119.1238
1191,40.8500026106,-119.123583468
1218.6210713,40.8494625556,-119.117856005
1258.84664466,40.8489224903,-119.112129397
1299.37639834,40.8483824147,-119.106403649
1339.93649381,40.8478423288,-119.100678757
1380.52279241,40.8473022325,-119.094954721
1421.13528784,40.846762126,-119.089231537
1461.774037,40.8462220092,-119.083509205
1502.43909797,40.8456818822,-119.077787721
1543.13052905,40.8451417449,-119.072067084
1583.84838879,40.8446015975,-119.066347292
1624.59273595,40.8440614399,-119.060628342
1665.36362951,40.8435212722,-119.054910233
1706.16112867,40.8429810944,-119.049192962
1746.98529286,40.8424409065,-119.043476527
1787.83618174,40.8419007085,-119.037760927
1828.71385521,40.8413605005,-119.032046159
1869.61837336,40.8408202825,-119.026332221
1910.54979656,40.8402800545,-119.020619111
1951.50818538,40.8397398165,-119.014906828
1992.49360062,40.8391995687,-119.009195368
2033.50610334,40.8386593109,-119.00348473
2074.54575482,40.8381190432,-118.997774912
2115.61261657,40.8375787656,-118.992065912
2156.70675035,40.8370384783,-118.986357727
2197.82821815,40.8364981811,-118.980650357
2238.97708221,40.8359578741,-118.974943798
2280.15340502,40.8354175574,-118.969238048
2321.35724929,40.8348772309,-118.963533106
2362.58867798,40.8343368947,-118.95782897
2403.84775432,40.8337965489,-118.952125637
2445.13454176,40.8332561934,-118.946423106
2486.44910402,40.8327158282,-118.940721373
2527.79150504,40.8321754534,-118.935020439
2569.16180905,40.831635069,-118.929320299
2610.56008051,40.8310946751,-118.923620953
2651.98638413,40.8305542717,-118.917922399
2693.4407849,40.8300138587,-118.912224633
2734.92334804,40.8294734362,-118.906527655
2776.43413905,40.8289330042,-118.900831461
2817.97322368,40.8283925629,-118.895136051
2859.54066794,40.8278521121,-118.889441423
2901.1365381,40.8273116519,-118.883747573
2942.76090071,40.8267711823,-118.8780545
2984.41382258,40.8262307034,-118.872362203
3026.09537078,40.8256902152,-118.866670678
3067.80561265,40.8251497176,-118.860979925
3109.54461581,40.8246092108,-118.855289941
3151.31244815,40.8240686948,-118.849600723
3193.10917783,40.8235281695,-118.843912271
3234.93487328,40.8229876351,-118.838224582
3276.78960322,40.8224470914,-118.832537654
3318.67343663,40.8219065386,-118.826851485
3360.5864428,40.8213659767,-118.821166073
3402.52869128,40.8208254057,-118.815481416
3444.5002519,40.8202848256,-118.809797512
3486.50119478,40.8197442364,-118.804114359
3528.53159034,40.8192036382,-118.798431955
3570.59150927,40.818663031,-118.792750298
3612.68102255,40.8181224149,-118.787069386
3654.80020148,40.8175817897,-118.781389218
3696.94911761,40.8170411557,-118.77570979
3739.12784283,40.8165005127,-118.770031102
3781.33644928,40.8159598608,-118.764353151
3823.57500944,40.8154192001,-118.758675935
3865.84359607,40.8148785305,-118.752999452
3908.14228224,40.8143378521,-118.7473237
3950.4711413,40.8137971649,-118.741648678
3992.83024694,40.813256469,-118.735974383
4035.21967315,40.8127157643,-118.730300813
4077.6394942,40.8121750509,-118.724627967
4120.08978471,40.8116343288,-118.718955841
4162.57061958,40.811093598,-118.713284436
4205.08207406,40.8105528585,-118.707613748
4247.62422368,40.8100121105,-118.701943775
4290.19714431,40.8094713538,-118.696274516
4332.80091215,40.8089305886,-118.690605968
4375.43560368,40.8083898148,-118.68493813
4418.10129576,40.8078490324,-118.679271
4460.79806554,40.8073082416,-118.673604576
4503.5259905,40.8067674423,-118.667938855
4546.28514846,40.8062266345,-118.662273836
4589.07561757,40.8056858183,-118.656609517
4631.89747632,40.8051449936,-118.650945896
4674.75080352,40.8046041606,-118.645282971
4717.63567834,40.8040633192,-118.63962074
4760.55218027,40.8035224695,-118.633959201
4803.50038915,40.8029816114,-118.628298352
4846.48038517,40.802440745,-118.622638192
4889.49224886,40.8018998704,-118.616978718
4932.5360611,40.8013589875,-118.611319928
4975.61190312,40.8008180964,-118.605661821
5018.71985651,40.8002771971,-118.600004395
5061.8600032,40.7997362896,-118.594347647
5105.0324255,40.7991953739,-118.588691575
5148.23720605,40.7986544501,-118.583036179
5191.47442789,40.7981135182,-118.577381455
5234.74417438,40.7975725782,-118.571727403
5278.04652928,40.7970316302,-118.566074019
5321.3815767,40.7964906741,-118.560421303
5364.74940114,40.7959497099,-118.554769252
5408.15008746,40.7954087378,-118.549117864
5451.58372088,40.7948677577,-118.543467137
5495.05038703,40.7943267697,-118.53781707
5538.5501719,40.7937857737,-118.532167661
5582.08316187,40.7932447698,-118.526518907
5625.6494437,40.7927037581,-118.520870807
5669.24910454,40.7921627384,-118.515223359
5712.88223193,40.791621711,-118.509576562
5756.5489138,40.7910806757,-118.503930412
5800.24923849,40.7905396326,-118.498284908
5843.9832947,40.7899985818,-118.492640049
5887.75117158,40.7894575232,-118.486995832
5931.55295864,40.7889164569,-118.481352256
5975.38874582,40.7883753829,-118.475709319
6019.25862346,40.7878343012,-118.470067018
6063.1626823,40.7872932119,-118.464425352
6107.10101352,40.7867521149,-118.45878432
6151.07370868,40.7862110103,-118.453143918
6195.08085979,40.7856698982,-118.447504146
6239.12255927,40.7851287785,-118.441865001
6283.19889994,40.7845876512,-118.436226482
6327.30997509,40.7840465164,-118.430588587
6371.45587841,40.7835053741,-118.424951313
6415.63670403,40.7829642243,-118.41931466
6459.85254651,40.7824230671,-118.413678624
6504.10350086,40.7818819025,-118.408043205
6548.38966251,40.7813407304,-118.4024084
6592.71112735,40.780799551,-118.396774208
6637.06799172,40.7802583642,-118.391140626
6681.46035239,40.7797171701,-118.385507654
6725.88830659,40.7791759686,-118.379875288
